Review Text,Review Length,Thumb Text,Play Hours,Date Posted
"If Spider-Man Remastered was a 9/10 for me, Spider-Man 2 is a 7.5/10. It's by no means a bad game but I don't like a lot of the story elements of the second half/third act of the game and how the set up Norman for the final game. it feels super stupid and they could have done it a lot better. The stealth segments with MJ are a little better but for the New Game+ playthrough they along with the story buildup with Peter at the beginning were tiring to get through. This may have also just been me but I had a bug where like half of the random crime events would despawn even if I went to them immediately after they popped up. I know I just talked a lot of ♥♥♥♥, but the game is really fun, the combat feels nice (except against the symbiotes, even with the equipment to make it easier), and most of the story is amazing. Kraven and Miles were definitely the highlight of the game for me and I love what they did with Mr. Negative. I hope they do the third game right and I'll be sure to give it a play when it comes out.",819,Recommended,38.0 hrs on record,Posted: June 15
"Very good story game, amazing swinging, but poor optimization.",54,Recommended,50.6 hrs on record,Posted: June 15
graphics are insane,17,Recommended,75.4 hrs on record,Posted: June 15
This is my favorite game by far,25,Recommended,50.9 hrs on record,Posted: June 15
its cool,7,Recommended,12.8 hrs on record,Posted: June 14
"I am a school teacher and I don't have a ton of time to play games (my steam backlog is nuts thanks to steam sales). I have put about 24 hours into Spider-Man 2 at this point. I really enjoy it when it is running well.... which varies. I have not played a game that has had such a variety of performance issues as this one. I have had to verify all of the files after each update (textures simply disappear). I have both an AMD system and an Nvidia system. Both seem to look great, and play well...for the most part. Here are the issues that have popped up on both systems. The hit boxes seem to randomly change. You can be gliding through the city well clear of buildings and suddenly you are running on the wall because of an ""impact"". Fights are the same way. Sometimes an opponent seems to hit you from halfway across the screen. This seems to happen more often when the player is low on health. Maybe it is meant to show that when near death your awareness drops? Not sure. Finally, the Prowler missions are another sore spot when it comes to hit boxes and wall impact issues. Your body sticks to everything... when you are invents trying to avoid lasers by precise timing and inexplicably the right side of your body suddenly sticks to the walls. I am not sure if these are bugs or built in by the developers to increase the length of the game, but it sucks the fun out of the level.

All of that being said, I still enjoy the heck out of this game. The game is a ton of fun and the story seems to be pretty good too. I like it and will continue to play and explore the city.",1276,Recommended,41.1 hrs on record,Posted: June 14
WE ARE VENOM!,11,Recommended,29.2 hrs on record,Posted: June 14
good but only for 25 hours,21,Recommended,25.6 hrs on record,Posted: June 14
"Fun game, it just makes me want another arkham game tbh",45,Recommended,37.3 hrs on record,Posted: June 14
"Bit rough around the edges on the PC, but still quite fun.

Just not the same feeling as the first one, but enough to go buy.

Probably would worth it if you buy it on sale. But all in all, would still recommend.",172,Recommended,11.3 hrs on record,Posted: June 14
if you want a better spider-man game get spider-man remastered. if you want just want to swing around get this one. the performance is ass even 5 months after launch and the story isn't anywhere as good as the 1st game.,179,Not Recommended,66.2 hrs on record,Posted: June 14
"Runs poorly on 5070 Ti, even with DLSS enabled.",39,Not Recommended,1.1 hrs on record,Posted: June 14
GOOD,4,Recommended,24.2 hrs on record,Posted: June 14
Really enjoyed this game.,22,Recommended,48.1 hrs on record,Posted: June 14
"It's a shame, I was looking to play this game on my Z13 ROG, sadly this is the only game that doens't work. plays for a little bit and crashes the whole thing, needing to restart the laptop every single time... Sadly due to work couldn't get the refund in time, now I'm stuck with something I cannot play.",247,Not Recommended,0.5 hrs on record,Posted: June 14
one of the best games I have ever played.,33,Recommended,34.7 hrs on record,Posted: June 14
Every Spider-Man game is amazing,28,Recommended,20.7 hrs on record,Posted: June 14
lots of spiders and a few men as well,29,Recommended,65.6 hrs on record,Posted: June 14
"Product refunded

Runs terribly, even after the bugfixes, cutscenes stutter and models pop in and out of existence.",99,Not Recommended,48.5 hrs on record,Posted: June 13
it's good,8,Recommended,26.2 hrs on record,Posted: June 13
10/10 game imo the fighting mecanics and the story are just perfect you definetly gotta try ts,78,Recommended,21.0 hrs on record,Posted: June 13
ligner lort og køre næsten lige så dårligt,35,Not Recommended,16.6 hrs on record,Posted: June 13
Simply amazing,13,Recommended,35.6 hrs on record,Posted: June 13
its good,7,Recommended,43.1 hrs on record,Posted: June 13
my autistic ahh likes it,20,Recommended,45.1 hrs on record,Posted: June 13
i like this game,13,Recommended,33.1 hrs on record,Posted: June 13
Absolute peak gameplay,20,Recommended,58.0 hrs on record,Posted: June 13
good game overall but really poorly optimized,39,Recommended,14.9 hrs on record,Posted: June 13
amazing,7,Recommended,246.3 hrs on record,Posted: June 13
i love spider man so much and tis game made a smill on my face,48,Recommended,64.3 hrs on record,Posted: June 13
goood gameeee,12,Recommended,29.9 hrs on record,Posted: June 13
VERY GOOOD LOVE STORY LONE,22,Recommended,45.1 hrs on record,Posted: June 12
"I didn't think I'd ever enjoy this type of game but it's been done really well, moreover it does has movie quality acting in it.


Voted down though, as there is a game breaking bug that crashes the game in the early parts of the game, making it impossible to progress.",220,Not Recommended,5.9 hrs on record,Posted: June 13
"this is just more Spider-Man, which I thought would be awesome, only it's more bland, even more safe and runs way worse.

I just don't get Sony's Sequel Method: More of the first but bigger, more bland, less intense. this generation they've had Spider-Man 2, Horizon Forbidden Zero Dawn Or Whatever and even God of War: Ragarok. not bad games, not really ... just the first ones, sloppified. if you love it, that's awesome. I loved the first game back when it came out. Miles Morales was a DLC to that, same city and everything. now doing it AGAIN is just ... no, I bow out. I'm sure people can love it, though. do so. you don't need me around complaining. peace",542,Not Recommended,6.8 hrs on record,Posted: June 13
"Really fun, the game has good graphics. You can play for hours because there is a lot to do. I recommend the game because sometimes you can even relax with it, but if your feeling something else, you can fight and uncover the story.
Rating:
8/10",202,Recommended,7.5 hrs on record,Posted: June 13
its dbest,8,Recommended,32.6 hrs on record,Posted: June 12
Just started when was waiting to play it for a while and already know storyline gonna be AMAZINGGGGGG,84,Recommended,41.2 hrs on record,Posted: June 12
i love it,7,Recommended,60.9 hrs on record,Posted: June 12
