,review_text,review_length,feedback,play_hours,date_posted
1141,good ♥♥♥♥,8,1,31.3,2025-05-18
1142,"amazing game play, black suit is so fun to play around with.",49,1,45.9,2025-05-18
1143,IT'S AWESOME,11,1,6.4,2025-05-18
1144,very cool,8,1,47.6,2025-05-18
1145,This game is great,15,1,26.8,2025-05-18
1146,great,5,1,26.5,2025-05-18
1147,This series keeps being stellar,27,1,32.1,2025-05-18
1148,very fun,7,1,33.9,2025-05-18
1149,"I'm an absolute fan of Spider-Man, and the Insomniac studios have done wonders with the series so far. Can't get enough and highly recommend playing all the titles including this one. If you love to web sling with music in your ears, this is your game.",207,1,50.2,2025-05-18
1150,Fun,3,1,30.3,2025-05-18
1151,"Product refunded

bad ps5 port",27,0,1.0,2025-05-17
1152,"Product received for free

i completed the game very good i have no words other than it was good the story line everything wow Like WOW",111,1,18.6,2025-05-17
1153,good,4,1,27.4,2025-05-17
1154,Very good game amazing story even though i havent completed it. The start of the game might be a little boring but it will get interesting trust me,120,1,34.7,2025-05-17
1155,nah bad graphics mid story,22,0,4.5,2025-05-17
1156,...,3,1,47.0,2025-05-17
1157,pidernman,9,1,24.6,2025-05-17
1158,"Amazing cinematic game, while the first game focused on introducing the experienced spider-man and letting you feel how much he grew into the hero he is by letting you fight and swing across the city, Spider-man 2 let's you experience the emotions of being him, of the two worlds colliding and making it harder for Peter to balance the two life's he is living.
The new animations were a nice surprise and a much needed update, while the new abilities are very fluid and useful during fights with many enemies.
The boss fights are spectacular and a amazing cinematic experience.
The only downside in my opinion is that the game is too short, because of the large scale cinematic fights the game is too short in my opinion and won't let you experience the full extent of the new abilities and animations.",664,1,28.4,2025-05-17
1159,Amazing game with amazing story,27,1,72.2,2025-05-17
1160,w game,5,1,41.8,2025-05-17
1161,Performance is still bad and got blue blocks that perma glitched on my screen twice.,70,0,1.1,2025-05-17
1162,this game is perfection this is what humamtys puprpous was this 1s 100000000000000000000 out of 10,83,1,29.2,2025-05-17
1163,:D,2,1,9.5,2025-05-17
1164,♥♥♥♥ you Harry Osborn for Rickrolling me in the school mission,52,1,40.2,2025-05-17
1165,way too many graphical glitches,27,0,8.7,2025-05-17
1166,Like the first game but more unoptimised,34,1,27.1,2025-05-17
1167,Great game!!,11,1,35.0,2025-05-17
1168,"oyunu ilk aldığımda çok fazla bug, optimizasyon sorunu, görsel hata vardı. ona rağmen gerçekten keyif alarak oyunu bitirdim. bugün uzun bi aradan sonra aklıma geldi ve oyuna girdim. evet, başarmışlar... ne yaptılar neyi düzelttiler bilmiyorum ama oyun gerçekten sorunsuz ve iyi duruyor. new york semalarında spotify eşliğinde sallanmak için bile para verilir.

benim açımdan tek eksisi hikayedeki bir tık fazla uzatılmış sıkıcı ""daily life"" görevleri diyebilirim",398,1,72.9,2025-05-17
1169,"This is a worthy follow-up with some performance issues, It really needs to run off an SSD with background tasks shut down. Occasional glitching in cutscenes (especially in the final act) with sound sync issues. Occasional freezes requiring a reset. Running on 32 RAM with a 4060 GTX.

Webbing round New York is a fun as it always was, although I'm not convinced on some of the mini-missions (spider-bots, trying to get high as you can to deploy min-satellites) plus some cut-scenes can get in the way of the action - do we *really* need to help Peter clean up his house by pressing ""X"" to put things in the bin? Or wander round the 'May' foundation? Or have a flashback to Harry and Peters schooldays?

Combat is top notch (kudos to the web-line mechanic and sneaky take-downs) and great fun with some truly spectacular set-pieces; Fighting bad guys with a story companion really nails those comic book vibes. If I had a criticism its that after 8 hours in Kraven's army of goons get
a little tedious and the story pacing feels off. The forced switches between Miles and Peter feel jarring (after my last scrap with Kraven's goons I was slightly annoyed to be snapped out of Peter's story back into Miles narrative). By act 3 with endless symbiotes and ridiculous area of effect powers things are about the level of a Michael Bay film with so much chaos it can be difficult to work out what is going on. Depending on your point of view the final fight is either epic - or just too drawn out. Personally I was beginning to tire of its multiple sections. But when the narrative works (and it works a lot of the tiime) - this is full of comic book goodness.

For nostalgia factor and roster of villains I still lean towards 'remastered'. But for bombastic set pieces and boss fights this stands head and shoulders above it. The Lizard showdown is spot on as is the face-off with Kraven the Hunter. This is still an excellent follow up and a worthy adaption of the Spiderman universe. If your PC is up to the task give it a swing.",1663,1,30.9,2025-05-17
1170,Gets me hard,10,1,7.9,2025-05-17
1171,pretty good game just crashes a lot when you try and play,46,1,29.6,2025-05-17
1172,not worth 50 pounds but great story !,30,1,15.6,2025-05-17
1173,GTA 6,4,1,34.8,2025-05-16
1174,"I like the game but i find it crazy that if you want to do whatever a spider can, then your pc needs to get bit by a radioactive spider

either way game is good play the other two before this one",155,1,40.6,2025-05-16
1175,2wd3fergthyj,12,1,30.0,2025-05-16
1176,Great story great game but the port from PS just ain't it. Crashes randomly despite any graphics settings including those well below what my pc could handle. Just compatibility issues I guess.,161,1,36.0,2025-05-16
1177,it is a good game,13,1,90.0,2025-05-16
1178,"Product refunded

ts is NOT optimized for steam deck at all. Remove the verification I beg",76,0,0.4,2025-05-16
1179,spider spider spider,18,1,23.0,2025-05-16
1180,Strangers in the niiiiight! Thwip thwip WHAM!,39,1,30.5,2025-05-16
1181,dis is the most peak game known to mankind if u dont play then kill urself,59,1,21.4,2025-05-16
1182,i only recommend for people that have good pc this game is very demanding lmao,64,1,39.7,2025-05-16
1183,Good high quality game,19,1,13.8,2025-05-16
1184,Game is not perfect but I'm having a lot of fun with it.,44,1,35.3,2025-05-16
